outline_00000000.png,label_endeffector_00000000.png,label_joint_00000000.png
outline_00000001.png,label_endeffector_00000001.png,label_joint_00000001.png
outline_00000002.png,label_endeffector_00000002.png,label_joint_00000002.png
outline_00000003.png,label_endeffector_00000003.png,label_joint_00000003.png
outline_00000004.png,label_endeffector_00000004.png,label_joint_00000004.png
outline_00000005.png,label_endeffector_00000005.png,label_joint_00000005.png
outline_00000006.png,label_endeffector_00000006.png,label_joint_00000006.png
outline_00000007.png,label_endeffector_00000007.png,label_joint_00000007.png
outline_00000008.png,label_endeffector_00000008.png,label_joint_00000008.png
outline_00000009.png,label_endeffector_00000009.png,label_joint_00000009.png
outline_00000010.png,label_endeffector_00000010.png,label_joint_00000010.png
outline_00000011.png,label_endeffector_00000011.png,label_joint_00000011.png
outline_00000012.png,label_endeffector_00000012.png,label_joint_00000012.png
outline_00000013.png,label_endeffector_00000013.png,label_joint_00000013.png
outline_00000014.png,label_endeffector_00000014.png,label_joint_00000014.png
outline_00000015.png,label_endeffector_00000015.png,label_joint_00000015.png
outline_00000016.png,label_endeffector_00000016.png,label_joint_00000016.png
outline_00000017.png,label_endeffector_00000017.png,label_joint_00000017.png
outline_00000018.png,label_endeffector_00000018.png,label_joint_00000018.png
outline_00000019.png,label_endeffector_00000019.png,label_joint_00000019.png
outline_00000020.png,label_endeffector_00000020.png,label_joint_00000020.png
outline_00000021.png,label_endeffector_00000021.png,label_joint_00000021.png
outline_00000022.png,label_endeffector_00000022.png,label_joint_00000022.png
outline_00000023.png,label_endeffector_00000023.png,label_joint_00000023.png
outline_00000024.png,label_endeffector_00000024.png,label_joint_00000024.png
outline_00000025.png,label_endeffector_00000025.png,label_joint_00000025.png
outline_00000026.png,label_endeffector_00000026.png,label_joint_00000026.png
outline_00000027.png,label_endeffector_00000027.png,label_joint_00000027.png
outline_00000028.png,label_endeffector_00000028.png,label_joint_00000028.png
outline_00000029.png,label_endeffector_00000029.png,label_joint_00000029.png
outline_00000030.png,label_endeffector_00000030.png,label_joint_00000030.png
outline_00000031.png,label_endeffector_00000031.png,label_joint_00000031.png
outline_00000032.png,label_endeffector_00000032.png,label_joint_00000032.png
outline_00000033.png,label_endeffector_00000033.png,label_joint_00000033.png
outline_00000034.png,label_endeffector_00000034.png,label_joint_00000034.png
outline_00000035.png,label_endeffector_00000035.png,label_joint_00000035.png
outline_00000036.png,label_endeffector_00000036.png,label_joint_00000036.png
outline_00000037.png,label_endeffector_00000037.png,label_joint_00000037.png
outline_00000038.png,label_endeffector_00000038.png,label_joint_00000038.png
outline_00000039.png,label_endeffector_00000039.png,label_joint_00000039.png
outline_00000040.png,label_endeffector_00000040.png,label_joint_00000040.png
outline_00000041.png,label_endeffector_00000041.png,label_joint_00000041.png
outline_00000042.png,label_endeffector_00000042.png,label_joint_00000042.png
outline_00000043.png,label_endeffector_00000043.png,label_joint_00000043.png
outline_00000044.png,label_endeffector_00000044.png,label_joint_00000044.png
outline_00000045.png,label_endeffector_00000045.png,label_joint_00000045.png
outline_00000046.png,label_endeffector_00000046.png,label_joint_00000046.png
outline_00000047.png,label_endeffector_00000047.png,label_joint_00000047.png
outline_00000048.png,label_endeffector_00000048.png,label_joint_00000048.png
outline_00000049.png,label_endeffector_00000049.png,label_joint_00000049.png
outline_00000050.png,label_endeffector_00000050.png,label_joint_00000050.png
outline_00000051.png,label_endeffector_00000051.png,label_joint_00000051.png
outline_00000052.png,label_endeffector_00000052.png,label_joint_00000052.png
outline_00000053.png,label_endeffector_00000053.png,label_joint_00000053.png
outline_00000054.png,label_endeffector_00000054.png,label_joint_00000054.png
outline_00000055.png,label_endeffector_00000055.png,label_joint_00000055.png
outline_00000056.png,label_endeffector_00000056.png,label_joint_00000056.png
outline_00000057.png,label_endeffector_00000057.png,label_joint_00000057.png
outline_00000058.png,label_endeffector_00000058.png,label_joint_00000058.png
outline_00000059.png,label_endeffector_00000059.png,label_joint_00000059.png
outline_00000060.png,label_endeffector_00000060.png,label_joint_00000060.png
outline_00000061.png,label_endeffector_00000061.png,label_joint_00000061.png
outline_00000062.png,label_endeffector_00000062.png,label_joint_00000062.png
outline_00000063.png,label_endeffector_00000063.png,label_joint_00000063.png
outline_00000064.png,label_endeffector_00000064.png,label_joint_00000064.png
outline_00000065.png,label_endeffector_00000065.png,label_joint_00000065.png
outline_00000066.png,label_endeffector_00000066.png,label_joint_00000066.png
outline_00000067.png,label_endeffector_00000067.png,label_joint_00000067.png
outline_00000068.png,label_endeffector_00000068.png,label_joint_00000068.png
outline_00000069.png,label_endeffector_00000069.png,label_joint_00000069.png
outline_00000070.png,label_endeffector_00000070.png,label_joint_00000070.png
outline_00000071.png,label_endeffector_00000071.png,label_joint_00000071.png
outline_00000072.png,label_endeffector_00000072.png,label_joint_00000072.png
outline_00000073.png,label_endeffector_00000073.png,label_joint_00000073.png
outline_00000074.png,label_endeffector_00000074.png,label_joint_00000074.png
outline_00000075.png,label_endeffector_00000075.png,label_joint_00000075.png
outline_00000076.png,label_endeffector_00000076.png,label_joint_00000076.png
outline_00000077.png,label_endeffector_00000077.png,label_joint_00000077.png
outline_00000078.png,label_endeffector_00000078.png,label_joint_00000078.png
outline_00000079.png,label_endeffector_00000079.png,label_joint_00000079.png
outline_00000080.png,label_endeffector_00000080.png,label_joint_00000080.png
outline_00000081.png,label_endeffector_00000081.png,label_joint_00000081.png
outline_00000082.png,label_endeffector_00000082.png,label_joint_00000082.png
outline_00000083.png,label_endeffector_00000083.png,label_joint_00000083.png
outline_00000084.png,label_endeffector_00000084.png,label_joint_00000084.png
outline_00000085.png,label_endeffector_00000085.png,label_joint_00000085.png
outline_00000086.png,label_endeffector_00000086.png,label_joint_00000086.png
outline_00000087.png,label_endeffector_00000087.png,label_joint_00000087.png
outline_00000088.png,label_endeffector_00000088.png,label_joint_00000088.png
outline_00000089.png,label_endeffector_00000089.png,label_joint_00000089.png
outline_00000090.png,label_endeffector_00000090.png,label_joint_00000090.png
outline_00000091.png,label_endeffector_00000091.png,label_joint_00000091.png
outline_00000092.png,label_endeffector_00000092.png,label_joint_00000092.png
outline_00000093.png,label_endeffector_00000093.png,label_joint_00000093.png
outline_00000094.png,label_endeffector_00000094.png,label_joint_00000094.png
outline_00000095.png,label_endeffector_00000095.png,label_joint_00000095.png
outline_00000096.png,label_endeffector_00000096.png,label_joint_00000096.png
outline_00000097.png,label_endeffector_00000097.png,label_joint_00000097.png
outline_00000098.png,label_endeffector_00000098.png,label_joint_00000098.png
outline_00000099.png,label_endeffector_00000099.png,label_joint_00000099.png
outline_00000100.png,label_endeffector_00000100.png,label_joint_00000100.png
outline_00000101.png,label_endeffector_00000101.png,label_joint_00000101.png
outline_00000102.png,label_endeffector_00000102.png,label_joint_00000102.png
outline_00000103.png,label_endeffector_00000103.png,label_joint_00000103.png
outline_00000104.png,label_endeffector_00000104.png,label_joint_00000104.png
outline_00000105.png,label_endeffector_00000105.png,label_joint_00000105.png
outline_00000106.png,label_endeffector_00000106.png,label_joint_00000106.png
outline_00000107.png,label_endeffector_00000107.png,label_joint_00000107.png
outline_00000108.png,label_endeffector_00000108.png,label_joint_00000108.png
outline_00000109.png,label_endeffector_00000109.png,label_joint_00000109.png
outline_00000110.png,label_endeffector_00000110.png,label_joint_00000110.png
outline_00000111.png,label_endeffector_00000111.png,label_joint_00000111.png
outline_00000112.png,label_endeffector_00000112.png,label_joint_00000112.png
outline_00000113.png,label_endeffector_00000113.png,label_joint_00000113.png
outline_00000114.png,label_endeffector_00000114.png,label_joint_00000114.png
outline_00000115.png,label_endeffector_00000115.png,label_joint_00000115.png
outline_00000116.png,label_endeffector_00000116.png,label_joint_00000116.png
outline_00000117.png,label_endeffector_00000117.png,label_joint_00000117.png
outline_00000118.png,label_endeffector_00000118.png,label_joint_00000118.png
outline_00000119.png,label_endeffector_00000119.png,label_joint_00000119.png
outline_00000120.png,label_endeffector_00000120.png,label_joint_00000120.png
outline_00000121.png,label_endeffector_00000121.png,label_joint_00000121.png
outline_00000122.png,label_endeffector_00000122.png,label_joint_00000122.png
outline_00000123.png,label_endeffector_00000123.png,label_joint_00000123.png
outline_00000124.png,label_endeffector_00000124.png,label_joint_00000124.png
outline_00000125.png,label_endeffector_00000125.png,label_joint_00000125.png
outline_00000126.png,label_endeffector_00000126.png,label_joint_00000126.png
outline_00000127.png,label_endeffector_00000127.png,label_joint_00000127.png
